cohort,schoolid_ulcs,schoolname,sector,rate_type,group,subgroup,denom,num,score,fscore
2015-2016,2140,Julia R. Masterman School,District,6-Year Graduation Rate,Ethnicity,White,37,37,100,100.0
2015-2016,2140,Julia R. Masterman School,District,6-Year Graduation Rate,Gender,Female,58,58,100,100.0
2015-2016,2140,Julia R. Masterman School,District,6-Year Graduation Rate,Gender,Male,52,52,100,100.0
2015-2016,2160,Furness High School,District,4-Year Graduation Rate,All Students,All Students,194,144,74.23,74.23
2015-2016,2160,Furness High School,District,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,140,112,80,80.0
2015-2016,2160,Furness High School,District,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,54,32,59.26,59.26
2015-2016,2160,Furness High School,District,4-Year Graduation Rate,ELL,EL,111,83,74.77,74.77
2015-2016,2160,Furness High School,District,4-Year Graduation Rate,ELL,Non-EL,83,61,73.49,73.49
2015-2016,2160,Furness High School,District,4-Year Graduation Rate,Ethnicity,Asian,99,85,85.86,85.86
2015-2016,2160,Furness High School,District,4-Year Graduation Rate,Ethnicity,Black/African American,38,29,76.32,76.32
2015-2016,2160,Furness High School,District,4-Year Graduation Rate,Ethnicity,Hispanic/Latino,44,24,54.55,54.55
2015-2016,2160,Furness High School,District,4-Year Graduation Rate,Gender,Female,75,60,80,80.0
2015-2016,2160,Furness High School,District,4-Year Graduation Rate,Gender,Male,119,84,70.59,70.59
2015-2016,2160,Furness High School,District,4-Year Graduation Rate,IEP,Does Not Have IEP,165,124,75.15,75.15
2015-2016,2160,Furness High School,District,4-Year Graduation Rate,IEP,Has IEP,29,20,68.97,68.97
2015-2016,2160,Furness High School,District,5-Year Graduation Rate,All Students,All Students,187,147,78.61,78.61
2015-2016,2160,Furness High School,District,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,136,114,83.82,83.82
2015-2016,2160,Furness High School,District,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,51,33,64.71,64.71
2015-2016,2160,Furness High School,District,5-Year Graduation Rate,ELL,EL,111,86,77.48,77.48
2015-2016,2160,Furness High School,District,5-Year Graduation Rate,ELL,Non-EL,76,61,80.26,80.26
2015-2016,2160,Furness High School,District,5-Year Graduation Rate,Ethnicity,Asian,98,87,88.78,88.78
2015-2016,2160,Furness High School,District,5-Year Graduation Rate,Ethnicity,Black/African American,35,29,82.86,82.86
2015-2016,2160,Furness High School,District,5-Year Graduation Rate,Ethnicity,Hispanic/Latino,44,25,56.82,56.82
2015-2016,2160,Furness High School,District,5-Year Graduation Rate,Gender,Female,72,61,84.72,84.72
2015-2016,2160,Furness High School,District,5-Year Graduation Rate,Gender,Male,115,86,74.78,74.78
2015-2016,2160,Furness High School,District,5-Year Graduation Rate,IEP,Does Not Have IEP,160,127,79.38,79.38
2015-2016,2160,Furness High School,District,5-Year Graduation Rate,IEP,Has IEP,27,20,74.07,74.07
2015-2016,2160,Furness High School,District,6-Year Graduation Rate,All Students,All Students,182,147,80.77,80.77
2015-2016,2160,Furness High School,District,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,101,98,97.03,97.03
2015-2016,2160,Furness High School,District,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,61,48,78.69,78.69
2015-2016,2160,Furness High School,District,6-Year Graduation Rate,ELL,EL,96,85,88.54,88.54
2015-2016,2160,Furness High School,District,6-Year Graduation Rate,ELL,Non-EL,66,61,92.42,92.42
2015-2016,2160,Furness High School,District,6-Year Graduation Rate,Ethnicity,Asian,96,87,90.63,90.63
2015-2016,2160,Furness High School,District,6-Year Graduation Rate,Ethnicity,Black/African American,34,30,88.24,88.24
2015-2016,2160,Furness High School,District,6-Year Graduation Rate,Ethnicity,Hispanic/Latino,43,24,55.81,55.81
2015-2016,2160,Furness High School,District,6-Year Graduation Rate,Gender,Female,72,61,84.72,84.72
2015-2016,2160,Furness High School,District,6-Year Graduation Rate,Gender,Male,110,86,78.18,78.18
2015-2016,2160,Furness High School,District,6-Year Graduation Rate,IEP,Does Not Have IEP,143,128,89.51,89.51
2015-2016,2160,Furness High School,District,6-Year Graduation Rate,IEP,Has IEP,19,18,94.74,94.74
2015-2016,2290,Franklin Learning Center,District,4-Year Graduation Rate,All Students,All Students,223,196,87.89,87.89
2015-2016,2290,Franklin Learning Center,District,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,166,148,89.16,89.16
2015-2016,2290,Franklin Learning Center,District,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,57,48,84.21,84.21
2015-2016,2290,Franklin Learning Center,District,4-Year Graduation Rate,ELL,EL,75,63,84,84.0
2015-2016,2290,Franklin Learning Center,District,4-Year Graduation Rate,ELL,Non-EL,148,133,89.86,89.86
2015-2016,2290,Franklin Learning Center,District,4-Year Graduation Rate,Ethnicity,Asian,29,26,89.66,89.66
2015-2016,2290,Franklin Learning Center,District,4-Year Graduation Rate,Ethnicity,Black/African American,122,111,90.98,90.98
2015-2016,2290,Franklin Learning Center,District,4-Year Graduation Rate,Ethnicity,Hispanic/Latino,49,42,85.71,85.71
2015-2016,2290,Franklin Learning Center,District,4-Year Graduation Rate,Gender,Female,130,115,88.46,88.46
2015-2016,2290,Franklin Learning Center,District,4-Year Graduation Rate,Gender,Male,93,81,87.1,87.1
2015-2016,2290,Franklin Learning Center,District,4-Year Graduation Rate,IEP,Does Not Have IEP,196,175,89.29,89.29
2015-2016,2290,Franklin Learning Center,District,4-Year Graduation Rate,IEP,Has IEP,27,21,77.78,77.78
2015-2016,2290,Franklin Learning Center,District,5-Year Graduation Rate,All Students,All Students,216,196,90.74,90.74
2015-2016,2290,Franklin Learning Center,District,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,158,148,93.67,93.67
2015-2016,2290,Franklin Learning Center,District,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,58,48,82.76,82.76
2015-2016,2290,Franklin Learning Center,District,5-Year Graduation Rate,ELL,EL,74,63,85.14,85.14
2015-2016,2290,Franklin Learning Center,District,5-Year Graduation Rate,ELL,Non-EL,142,133,93.66,93.66
2015-2016,2290,Franklin Learning Center,District,5-Year Graduation Rate,Ethnicity,Asian,29,26,89.66,89.66
2015-2016,2290,Franklin Learning Center,District,5-Year Graduation Rate,Ethnicity,Black/African American,119,111,93.28,93.28
2015-2016,2290,Franklin Learning Center,District,5-Year Graduation Rate,Ethnicity,Hispanic/Latino,48,42,87.5,87.5
2015-2016,2290,Franklin Learning Center,District,5-Year Graduation Rate,Gender,Female,127,115,90.55,90.55
2015-2016,2290,Franklin Learning Center,District,5-Year Graduation Rate,Gender,Male,89,81,91.01,91.01
2015-2016,2290,Franklin Learning Center,District,5-Year Graduation Rate,IEP,Does Not Have IEP,191,175,91.62,91.62
2015-2016,2290,Franklin Learning Center,District,5-Year Graduation Rate,IEP,Has IEP,25,21,84,84.0
2015-2016,2290,Franklin Learning Center,District,6-Year Graduation Rate,All Students,All Students,216,196,90.74,90.74
2015-2016,2290,Franklin Learning Center,District,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,144,139,96.53,96.53
2015-2016,2290,Franklin Learning Center,District,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,65,57,87.69,87.69
2015-2016,2290,Franklin Learning Center,District,6-Year Graduation Rate,ELL,EL,70,63,90,90.0
2015-2016,2290,Franklin Learning Center,District,6-Year Graduation Rate,ELL,Non-EL,139,133,95.68,95.68
2015-2016,2290,Franklin Learning Center,District,6-Year Graduation Rate,Ethnicity,Asian,29,26,89.66,89.66
2015-2016,2290,Franklin Learning Center,District,6-Year Graduation Rate,Ethnicity,Black/African American,119,111,93.28,93.28
2015-2016,2290,Franklin Learning Center,District,6-Year Graduation Rate,Ethnicity,Hispanic/Latino,48,42,87.5,87.5
2015-2016,2290,Franklin Learning Center,District,6-Year Graduation Rate,Gender,Female,127,115,90.55,90.55
2015-2016,2290,Franklin Learning Center,District,6-Year Graduation Rate,Gender,Male,89,81,91.01,91.01
2015-2016,2290,Franklin Learning Center,District,6-Year Graduation Rate,IEP,Does Not Have IEP,192,182,94.79,94.79
2015-2016,2290,Franklin Learning Center,District,6-Year Graduation Rate,IEP,Has IEP,17,14,82.35,82.35
2015-2016,2310,Camelot Academy,Alternative,4-Year Graduation Rate,All Students,All Students,23,11,47.83,47.83
2015-2016,2310,Camelot Academy,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,23,11,47.83,47.83
2015-2016,2310,Camelot Academy,Alternative,4-Year Graduation Rate,Gender,Female,11,6,54.55,54.55
2015-2016,2310,Camelot Academy,Alternative,4-Year Graduation Rate,Gender,Male,12,5,41.67,41.67
2015-2016,2310,Camelot Academy,Alternative,5-Year Graduation Rate,All Students,All Students,20,11,55,55.0
2015-2016,2310,Camelot Academy,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,20,11,55,55.0
2015-2016,2310,Camelot Academy,Alternative,5-Year Graduation Rate,Gender,Female,10,6,60,60.0
2015-2016,2310,Camelot Academy,Alternative,5-Year Graduation Rate,Gender,Male,10,5,50,50.0
2015-2016,2310,Camelot Academy,Alternative,6-Year Graduation Rate,All Students,All Students,16,11,68.75,68.75
2015-2016,2410,Girard Academic Music Program,District,4-Year Graduation Rate,All Students,All Students,62,62,100,100.0
2015-2016,2410,Girard Academic Music Program,District,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,29,29,100,100.0
2015-2016,2410,Girard Academic Music Program,District,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,33,33,100,100.0
2015-2016,2410,Girard Academic Music Program,District,4-Year Graduation Rate,ELL,Non-EL,62,62,100,100.0
2015-2016,2410,Girard Academic Music Program,District,4-Year Graduation Rate,Ethnicity,Asian,17,17,100,100.0
2015-2016,2410,Girard Academic Music Program,District,4-Year Graduation Rate,Ethnicity,Black/African American,15,15,100,100.0
2015-2016,2410,Girard Academic Music Program,District,4-Year Graduation Rate,Ethnicity,White,22,22,100,100.0
2015-2016,2410,Girard Academic Music Program,District,4-Year Graduation Rate,Gender,Female,36,36,100,100.0
2015-2016,2410,Girard Academic Music Program,District,4-Year Graduation Rate,Gender,Male,26,26,100,100.0
2015-2016,2410,Girard Academic Music Program,District,4-Year Graduation Rate,IEP,Does Not Have IEP,50,50,100,100.0
2015-2016,2410,Girard Academic Music Program,District,4-Year Graduation Rate,IEP,Has IEP,12,12,100,100.0
2015-2016,2410,Girard Academic Music Program,District,5-Year Graduation Rate,All Students,All Students,62,62,100,100.0
2015-2016,2410,Girard Academic Music Program,District,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,29,29,100,100.0
2015-2016,2410,Girard Academic Music Program,District,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,33,33,100,100.0
2015-2016,2410,Girard Academic Music Program,District,5-Year Graduation Rate,ELL,Non-EL,62,62,100,100.0
2015-2016,2410,Girard Academic Music Program,District,5-Year Graduation Rate,Ethnicity,Asian,17,17,100,100.0
2015-2016,2410,Girard Academic Music Program,District,5-Year Graduation Rate,Ethnicity,Black/African American,15,15,100,100.0
2015-2016,2410,Girard Academic Music Program,District,5-Year Graduation Rate,Ethnicity,White,22,22,100,100.0
2015-2016,2410,Girard Academic Music Program,District,5-Year Graduation Rate,Gender,Female,36,36,100,100.0
2015-2016,2410,Girard Academic Music Program,District,5-Year Graduation Rate,Gender,Male,26,26,100,100.0
2015-2016,2410,Girard Academic Music Program,District,5-Year Graduation Rate,IEP,Does Not Have IEP,50,50,100,100.0
2015-2016,2410,Girard Academic Music Program,District,5-Year Graduation Rate,IEP,Has IEP,12,12,100,100.0
2015-2016,2410,Girard Academic Music Program,District,6-Year Graduation Rate,All Students,All Students,62,62,100,100.0
2015-2016,2410,Girard Academic Music Program,District,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,28,28,100,100.0
2015-2016,2410,Girard Academic Music Program,District,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,34,34,100,100.0
2015-2016,2410,Girard Academic Music Program,District,6-Year Graduation Rate,ELL,Non-EL,62,62,100,100.0
2015-2016,2410,Girard Academic Music Program,District,6-Year Graduation Rate,Ethnicity,Asian,17,17,100,100.0
2015-2016,2410,Girard Academic Music Program,District,6-Year Graduation Rate,Ethnicity,Black/African American,15,15,100,100.0
2015-2016,2410,Girard Academic Music Program,District,6-Year Graduation Rate,Ethnicity,White,22,22,100,100.0
2015-2016,2410,Girard Academic Music Program,District,6-Year Graduation Rate,Gender,Female,36,36,100,100.0
2015-2016,2410,Girard Academic Music Program,District,6-Year Graduation Rate,Gender,Male,26,26,100,100.0
2015-2016,2620,Academy at Palumbo,District,4-Year Graduation Rate,All Students,All Students,234,226,96.58,96.58
2015-2016,2620,Academy at Palumbo,District,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,166,163,98.19,98.19
2015-2016,2620,Academy at Palumbo,District,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,68,63,92.65,92.65
2015-2016,2620,Academy at Palumbo,District,4-Year Graduation Rate,ELL,EL,12,11,91.67,91.67
2015-2016,2620,Academy at Palumbo,District,4-Year Graduation Rate,ELL,Non-EL,222,215,96.85,96.85
2015-2016,2620,Academy at Palumbo,District,4-Year Graduation Rate,Ethnicity,Asian,57,57,100,100.0
2015-2016,2620,Academy at Palumbo,District,4-Year Graduation Rate,Ethnicity,Black/African American,114,110,96.49,96.49
2015-2016,2620,Academy at Palumbo,District,4-Year Graduation Rate,Ethnicity,Hispanic/Latino,28,26,92.86,92.86
2015-2016,2620,Academy at Palumbo,District,4-Year Graduation Rate,Ethnicity,Multi Racial/Other,17,16,94.12,94.12
2015-2016,2620,Academy at Palumbo,District,4-Year Graduation Rate,Ethnicity,White,18,17,94.44,94.44
2015-2016,2620,Academy at Palumbo,District,4-Year Graduation Rate,Gender,Female,140,138,98.57,98.57
2015-2016,2620,Academy at Palumbo,District,4-Year Graduation Rate,Gender,Male,94,88,93.62,93.62
2015-2016,2620,Academy at Palumbo,District,4-Year Graduation Rate,IEP,Does Not Have IEP,220,212,96.36,96.36
2015-2016,2620,Academy at Palumbo,District,4-Year Graduation Rate,IEP,Has IEP,14,14,100,100.0
2015-2016,2620,Academy at Palumbo,District,5-Year Graduation Rate,All Students,All Students,234,226,96.58,96.58
2015-2016,2620,Academy at Palumbo,District,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,166,163,98.19,98.19
2015-2016,2620,Academy at Palumbo,District,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,68,63,92.65,92.65
2015-2016,2620,Academy at Palumbo,District,5-Year Graduation Rate,ELL,EL,12,11,91.67,91.67
2015-2016,2620,Academy at Palumbo,District,5-Year Graduation Rate,ELL,Non-EL,222,215,96.85,96.85
2015-2016,2620,Academy at Palumbo,District,5-Year Graduation Rate,Ethnicity,Asian,57,57,100,100.0
2015-2016,2620,Academy at Palumbo,District,5-Year Graduation Rate,Ethnicity,Black/African American,114,110,96.49,96.49
2015-2016,2620,Academy at Palumbo,District,5-Year Graduation Rate,Ethnicity,Hispanic/Latino,28,26,92.86,92.86
2015-2016,2620,Academy at Palumbo,District,5-Year Graduation Rate,Ethnicity,Multi Racial/Other,17,16,94.12,94.12
2015-2016,2620,Academy at Palumbo,District,5-Year Graduation Rate,Ethnicity,White,18,17,94.44,94.44
2015-2016,2620,Academy at Palumbo,District,5-Year Graduation Rate,Gender,Female,140,138,98.57,98.57
2015-2016,2620,Academy at Palumbo,District,5-Year Graduation Rate,Gender,Male,94,88,93.62,93.62
2015-2016,2620,Academy at Palumbo,District,5-Year Graduation Rate,IEP,Does Not Have IEP,220,212,96.36,96.36
2015-2016,2620,Academy at Palumbo,District,5-Year Graduation Rate,IEP,Has IEP,14,14,100,100.0
2015-2016,2620,Academy at Palumbo,District,6-Year Graduation Rate,All Students,All Students,234,226,96.58,96.58
2015-2016,2620,Academy at Palumbo,District,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,153,152,99.35,99.35
2015-2016,2620,Academy at Palumbo,District,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,74,74,100,100.0
2015-2016,2620,Academy at Palumbo,District,6-Year Graduation Rate,Ethnicity,Asian,57,57,100,100.0
2015-2016,2620,Academy at Palumbo,District,6-Year Graduation Rate,Ethnicity,Black/African American,114,110,96.49,96.49
2015-2016,2620,Academy at Palumbo,District,6-Year Graduation Rate,Ethnicity,Hispanic/Latino,28,26,92.86,92.86
2015-2016,2620,Academy at Palumbo,District,6-Year Graduation Rate,Ethnicity,Multi Racial/Other,17,16,94.12,94.12
2015-2016,2620,Academy at Palumbo,District,6-Year Graduation Rate,Ethnicity,White,18,17,94.44,94.44
2015-2016,2620,Academy at Palumbo,District,6-Year Graduation Rate,Gender,Female,140,138,98.57,98.57
2015-2016,2620,Academy at Palumbo,District,6-Year Graduation Rate,Gender,Male,94,88,93.62,93.62
2015-2016,2650,Science Leadership Academy,District,4-Year Graduation Rate,All Students,All Students,120,118,98.33,98.33
2015-2016,2650,Science Leadership Academy,District,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,53,53,100,100.0
2015-2016,2650,Science Leadership Academy,District,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,67,65,97.01,97.01
2015-2016,2650,Science Leadership Academy,District,4-Year Graduation Rate,Ethnicity,Asian,20,19,95,95.0
2015-2016,2650,Science Leadership Academy,District,4-Year Graduation Rate,Ethnicity,Black/African American,41,40,97.56,97.56
2015-2016,2650,Science Leadership Academy,District,4-Year Graduation Rate,Ethnicity,White,49,49,100,100.0
2015-2016,2650,Science Leadership Academy,District,4-Year Graduation Rate,Gender,Female,64,62,96.88,96.88
2015-2016,2650,Science Leadership Academy,District,4-Year Graduation Rate,Gender,Male,56,56,100,100.0
2015-2016,2650,Science Leadership Academy,District,4-Year Graduation Rate,IEP,Does Not Have IEP,89,87,97.75,97.75
2015-2016,2650,Science Leadership Academy,District,4-Year Graduation Rate,IEP,Has IEP,31,31,100,100.0
2015-2016,2650,Science Leadership Academy,District,5-Year Graduation Rate,All Students,All Students,120,118,98.33,98.33
2015-2016,2650,Science Leadership Academy,District,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,53,53,100,100.0
2015-2016,2650,Science Leadership Academy,District,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,67,65,97.01,97.01
2015-2016,2650,Science Leadership Academy,District,5-Year Graduation Rate,Ethnicity,Asian,20,19,95,95.0
2015-2016,2650,Science Leadership Academy,District,5-Year Graduation Rate,Ethnicity,Black/African American,41,40,97.56,97.56
2015-2016,2650,Science Leadership Academy,District,5-Year Graduation Rate,Ethnicity,White,49,49,100,100.0
2015-2016,2650,Science Leadership Academy,District,5-Year Graduation Rate,Gender,Female,64,62,96.88,96.88
2015-2016,2650,Science Leadership Academy,District,5-Year Graduation Rate,Gender,Male,56,56,100,100.0
2015-2016,2650,Science Leadership Academy,District,5-Year Graduation Rate,IEP,Does Not Have IEP,89,87,97.75,97.75
2015-2016,2650,Science Leadership Academy,District,5-Year Graduation Rate,IEP,Has IEP,31,31,100,100.0
2015-2016,2650,Science Leadership Academy,District,6-Year Graduation Rate,All Students,All Students,120,118,98.33,98.33
2015-2016,2650,Science Leadership Academy,District,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,49,49,100,100.0
2015-2016,2650,Science Leadership Academy,District,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,69,69,100,100.0
2015-2016,2650,Science Leadership Academy,District,6-Year Graduation Rate,Ethnicity,Asian,20,19,95,95.0
2015-2016,2650,Science Leadership Academy,District,6-Year Graduation Rate,Ethnicity,Black/African American,41,40,97.56,97.56
2015-2016,2650,Science Leadership Academy,District,6-Year Graduation Rate,Ethnicity,White,49,49,100,100.0
2015-2016,2650,Science Leadership Academy,District,6-Year Graduation Rate,Gender,Female,64,62,96.88,96.88
2015-2016,2650,Science Leadership Academy,District,6-Year Graduation Rate,Gender,Male,56,56,100,100.0
2015-2016,2650,Science Leadership Academy,District,6-Year Graduation Rate,IEP,Does Not Have IEP,104,104,100,100.0
2015-2016,2650,Science Leadership Academy,District,6-Year Graduation Rate,IEP,Has IEP,14,14,100,100.0
2015-2016,2670,Constitution High School,District,4-Year Graduation Rate,All Students,All Students,110,105,95.45,95.45
2015-2016,2670,Constitution High School,District,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,85,83,97.65,97.65
2015-2016,2670,Constitution High School,District,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,25,22,88,88.0
2015-2016,2670,Constitution High School,District,4-Year Graduation Rate,Ethnicity,Black/African American,75,70,93.33,93.33
2015-2016,2670,Constitution High School,District,4-Year Graduation Rate,Ethnicity,Hispanic/Latino,17,17,100,100.0
2015-2016,2670,Constitution High School,District,4-Year Graduation Rate,Gender,Female,60,56,93.33,93.33
2015-2016,2670,Constitution High School,District,4-Year Graduation Rate,Gender,Male,50,49,98,98.0
2015-2016,2670,Constitution High School,District,4-Year Graduation Rate,IEP,Does Not Have IEP,91,87,95.6,95.6
2015-2016,2670,Constitution High School,District,4-Year Graduation Rate,IEP,Has IEP,19,18,94.74,94.74
2015-2016,2670,Constitution High School,District,5-Year Graduation Rate,All Students,All Students,109,105,96.33,96.33
2015-2016,2670,Constitution High School,District,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,85,83,97.65,97.65
2015-2016,2670,Constitution High School,District,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,24,22,91.67,91.67
2015-2016,2670,Constitution High School,District,5-Year Graduation Rate,Ethnicity,Black/African American,74,70,94.59,94.59
2015-2016,2670,Constitution High School,District,5-Year Graduation Rate,Ethnicity,Hispanic/Latino,17,17,100,100.0
2015-2016,2670,Constitution High School,District,5-Year Graduation Rate,Gender,Female,59,56,94.92,94.92
2015-2016,2670,Constitution High School,District,5-Year Graduation Rate,Gender,Male,50,49,98,98.0
2015-2016,2670,Constitution High School,District,5-Year Graduation Rate,IEP,Does Not Have IEP,90,87,96.67,96.67
2015-2016,2670,Constitution High School,District,5-Year Graduation Rate,IEP,Has IEP,19,18,94.74,94.74
2015-2016,2670,Constitution High School,District,6-Year Graduation Rate,All Students,All Students,109,106,97.25,97.25
2015-2016,2670,Constitution High School,District,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,76,76,100,100.0
2015-2016,2670,Constitution High School,District,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,30,30,100,100.0
2015-2016,2670,Constitution High School,District,6-Year Graduation Rate,Ethnicity,Black/African American,74,71,95.95,95.95
2015-2016,2670,Constitution High School,District,6-Year Graduation Rate,Ethnicity,Hispanic/Latino,17,17,100,100.0
2015-2016,2670,Constitution High School,District,6-Year Graduation Rate,Gender,Female,59,57,96.61,96.61
2015-2016,2670,Constitution High School,District,6-Year Graduation Rate,Gender,Male,50,49,98,98.0
2015-2016,2670,Constitution High School,District,6-Year Graduation Rate,IEP,Does Not Have IEP,92,92,100,100.0
2015-2016,2670,Constitution High School,District,6-Year Graduation Rate,IEP,Has IEP,14,14,100,100.0
2015-2016,2680,The Science Leadership Academy at Beeber,District,4-Year Graduation Rate,All Students,All Students,120,114,95,95.0
2015-2016,2680,The Science Leadership Academy at Beeber,District,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,68,65,95.59,95.59
2015-2016,2680,The Science Leadership Academy at Beeber,District,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,52,49,94.23,94.23
2015-2016,2680,The Science Leadership Academy at Beeber,District,4-Year Graduation Rate,Ethnicity,Black/African American,76,73,96.05,96.05
2015-2016,2680,The Science Leadership Academy at Beeber,District,4-Year Graduation Rate,Ethnicity,Hispanic/Latino,14,14,100,100.0
2015-2016,2680,The Science Leadership Academy at Beeber,District,4-Year Graduation Rate,Ethnicity,White,15,15,100,100.0
2015-2016,2680,The Science Leadership Academy at Beeber,District,4-Year Graduation Rate,Gender,Female,64,63,98.44,98.44
2015-2016,2680,The Science Leadership Academy at Beeber,District,4-Year Graduation Rate,Gender,Male,56,51,91.07,91.07
2015-2016,2680,The Science Leadership Academy at Beeber,District,4-Year Graduation Rate,IEP,Does Not Have IEP,105,101,96.19,96.19
2015-2016,2680,The Science Leadership Academy at Beeber,District,4-Year Graduation Rate,IEP,Has IEP,15,13,86.67,86.67
2015-2016,2680,The Science Leadership Academy at Beeber,District,5-Year Graduation Rate,All Students,All Students,120,115,95.83,95.83
2015-2016,2680,The Science Leadership Academy at Beeber,District,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,68,66,97.06,97.06
2015-2016,2680,The Science Leadership Academy at Beeber,District,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,52,49,94.23,94.23
2015-2016,2680,The Science Leadership Academy at Beeber,District,5-Year Graduation Rate,Ethnicity,Black/African American,76,74,97.37,97.37
2015-2016,2680,The Science Leadership Academy at Beeber,District,5-Year Graduation Rate,Ethnicity,Hispanic/Latino,14,14,100,100.0
2015-2016,2680,The Science Leadership Academy at Beeber,District,5-Year Graduation Rate,Ethnicity,White,15,15,100,100.0
2015-2016,2680,The Science Leadership Academy at Beeber,District,5-Year Graduation Rate,Gender,Female,64,63,98.44,98.44
2015-2016,2680,The Science Leadership Academy at Beeber,District,5-Year Graduation Rate,Gender,Male,56,52,92.86,92.86
2015-2016,2680,The Science Leadership Academy at Beeber,District,5-Year Graduation Rate,IEP,Does Not Have IEP,105,101,96.19,96.19
2015-2016,2680,The Science Leadership Academy at Beeber,District,5-Year Graduation Rate,IEP,Has IEP,15,14,93.33,93.33
2015-2016,2680,The Science Leadership Academy at Beeber,District,6-Year Graduation Rate,All Students,All Students,120,115,95.83,95.83
2015-2016,2680,The Science Leadership Academy at Beeber,District,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,61,60,98.36,98.36
2015-2016,2680,The Science Leadership Academy at Beeber,District,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,56,55,98.21,98.21
2015-2016,2680,The Science Leadership Academy at Beeber,District,6-Year Graduation Rate,Ethnicity,Black/African American,76,74,97.37,97.37
2015-2016,2680,The Science Leadership Academy at Beeber,District,6-Year Graduation Rate,Ethnicity,Hispanic/Latino,14,14,100,100.0
2015-2016,2680,The Science Leadership Academy at Beeber,District,6-Year Graduation Rate,Ethnicity,White,15,15,100,100.0
2015-2016,2680,The Science Leadership Academy at Beeber,District,6-Year Graduation Rate,Gender,Female,64,63,98.44,98.44
2015-2016,2680,The Science Leadership Academy at Beeber,District,6-Year Graduation Rate,Gender,Male,56,52,92.86,92.86
2015-2016,2680,The Science Leadership Academy at Beeber,District,6-Year Graduation Rate,IEP,Does Not Have IEP,106,105,99.06,99.06
2015-2016,2680,The Science Leadership Academy at Beeber,District,6-Year Graduation Rate,IEP,Has IEP,11,10,90.91,90.91
2015-2016,3200,PLA North - Hunting Park EOP,Alternative,4-Year Graduation Rate,All Students,All Students,10,4,40,40.0
2015-2016,3200,PLA North - Hunting Park EOP,Alternative,4-Year Graduation Rate,ELL,Non-EL,10,4,40,40.0
2015-2016,3200,PLA North - Hunting Park EOP,Alternative,5-Year Graduation Rate,All Students,All Students,10,4,40,40.0
2015-2016,3200,PLA North - Hunting Park EOP,Alternative,5-Year Graduation Rate,ELL,Non-EL,10,4,40,40.0
2015-2016,3200,PLA North - Hunting Park EOP,Alternative,6-Year Graduation Rate,All Students,All Students,10,4,40,40.0
